Country,Year,Value
Denmark,2019,48920.0
Germany,2019,36720.0
Estonia,2019,15570.0
Ireland,2019,59800.0
Greece,2019,17930.0
Spain,2019,25420.0
France,2019,33390.0
Croatia,2019,12980.0
Italy,2019,27260.0
Cyprus,2019,25740.0
Latvia,2019,12230.0
Lithuania,2019,14300.0
Luxembourg,2019,84070.0
Hungary,2019,13490.0
Malta,2019,23520.0
Netherlands,2019,42680.0
Austria,2019,38040.0
Poland,2019,13370.0
Portugal,2019,18500.0
Romania,2019,9310.0
Slovenia,2019,20600.0
Slovakia,2019,15940.0
Finland,2019,36970.0
Sweden,2019,43760.0
Belgium,2020,33990.0
Bulgaria,2020,6810.0
Czechia,2020,17900.0
Denmark,2020,47940.0
Germany,2020,35180.0
Estonia,2020,15070.0
Ireland,2020,63220.0
Greece,2020,16320.0
Spain,2020,22510.0
France,2020,30800.0
Croatia,2020,12010.0
Italy,2020,24960.0
Cyprus,2020,24630.0
Latvia,2020,11890.0
Lithuania,2020,14310.0
Luxembourg,2020,82030.0
Hungary,2020,12930.0
Malta,2020,22260.0
Netherlands,2020,40800.0
Austria,2020,35480.0
Poland,2020,13370.0
Portugal,2020,16940.0
Romania,2020,9020.0
Slovenia,2020,19630.0
Slovakia,2020,15510.0
Finland,2020,35990.0
Sweden,2020,42600.0
Belgium,2021,35950.0
Bulgaria,2021,7380.0
Czechia,2021,18620.0
Denmark,2021,51260.0
Germany,2021,36460.0
Estonia,2021,16140.0
Ireland,2021,72670.0
Greece,2021,17820.0
Spain,2021,24020.0
France,2021,32800.0
Croatia,2021,13620.0
Italy,2021,27330.0
Cyprus,2021,27180.0
Latvia,2021,12820.0
Lithuania,2021,15240.0
Luxembourg,2021,86540.0
Hungary,2021,13910.0
Malta,2021,25070.0
Netherlands,2021,43140.0
Austria,2021,37040.0
Poland,2021,14370.0
Portugal,2021,17840.0
Romania,2021,9590.0
Slovenia,2021,21230.0
Slovakia,2021,16460.0
Finland,2021,36880.0
Sweden,2021,44860.0
Belgium,2022,37170.0
Bulgaria,2022,7730.0
Czechia,2022,18690.0
Denmark,2022,51600.0
Germany,2022,36690.0
Estonia,2022,16130.0
Ireland,2022,77300.0
Greece,2022,18960.0
Spain,2022,25270.0
France,2022,33540.0
Croatia,2022,14630.0
Italy,2022,28670.0
Cyprus,2022,28790.0
Latvia,2022,13040.0
Lithuania,2022,15500.0
Luxembourg,2022,85850.0
Hungary,2022,14540.0
Malta,2022,25470.0
Netherlands,2022,44870.0
Austria,2022,38560.0
Poland,2022,14800.0
Portugal,2022,18970.0
Romania,2022,10020.0
Slovenia,2022,21790.0
Slovakia,2022,16480.0
Finland,2022,37060.0
Sweden,2022,45030.0
Belgium,2023,37310.0
Bulgaria,2023,7900.0
Czechia,2023,18480.0
Denmark,2023,52510.0
Germany,2023,36290.0
Estonia,2023,15250.0
Ireland,2023,71700.0
Greece,2023,19460.0
Spain,2023,25620.0
France,2023,33750.0
Croatia,2023,15020.0
Italy,2023,28880.0
Cyprus,2023,29080.0
Latvia,2023,13300.0
Lithuania,2023,15330.0
Luxembourg,2023,83320.0
Hungary,2023,14430.0
Malta,2023,26110.0
Netherlands,2023,44460.0
Austria,2023,37860.0
Poland,2023,14880.0
Portugal,2023,19250.0
Romania,2023,10250.0
Slovenia,2023,22130.0
Slovakia,2023,16710.0
Finland,2023,36470.0
Sweden,2023,44620.0
